"","var1","var2","estimate","ci_lower","ci_upper","p_value","group","significance"
"cor...1","Percieved_Exertion_SP","Enthusiastic_SP",0.604055356578939,0.154660579020797,0.846338593283319,0.0132083041040559,"ED",
